epoch,lr,train_loss,train_acc,train_prec,train_rec,train_f1,val_loss,val_acc,val_prec,val_rec,val_f1,val_ema_loss,val_ema_acc,val_ema_prec,val_ema_rec,val_ema_f1,epoch_time_seconds
16,0.0001963525491562421,0.8194643892560687,0.6447557471264368,0.6446994084497788,0.6446906719567743,0.6439564070794591,0.6263518965244294,0.78625,0.7955024503186099,0.78625,0.7842645040189652,0.665849186182022,0.775,0.7831762855978102,0.775,0.7646502815512287,119.82606816291809
17,0.0001781071971878587,0.7822981766292028,0.6774425287356322,0.6768965686948307,0.6773693864787628,0.6759889450914668,0.6732397282123566,0.79125,0.8048648074081096,0.79125,0.7769994814111577,0.6583029389381408,0.77625,0.7826785579115833,0.77625,0.767720306444338,119.57998490333557
18,0.000159418577929397,0.7721644524165562,0.7076149425287356,0.7067258374866456,0.7075527407688453,0.7070452191984373,0.6331977808475494,0.80625,0.8347795447932711,0.8062499999999999,0.7934920488602399,0.6515038287639618,0.7725,0.7774866437875567,0.7725000000000001,0.7638756322975784,121.69830298423767
19,0.000140581422070603,0.7552088931628635,0.6954022988505747,0.6956331511292396,0.6954446311592113,0.6953335046767537,0.6045704984664917,0.86375,0.8594975942034839,0.86375,0.8604707229080636,0.6424549102783204,0.7775,0.7815498477611776,0.7775000000000001,0.7697671697671697,121.23463010787964
20,0.00012189280281214126,0.7378104870659964,0.7033045977011494,0.7041328281602649,0.7032443772385248,0.7033715118163364,0.5880547082424163,0.85,0.8552911498960889,0.85,0.8471899505112155,0.6360316836833954,0.7825,0.7871198589466305,0.7825,0.7751436159324491,108.25602507591248
21,0.0001036474508437579,0.7444413529123579,0.7205459770114943,0.7199883532940202,0.7206914815436128,0.720037989297486,0.617794668674469,0.8425,0.8644833501887398,0.8425,0.8335600610436396,0.6263938748836517,0.79375,0.7974782954600106,0.79375,0.7879779211617998,108.89305520057678
22,8.613310626523909e-05,0.7087630837304252,0.6925287356321839,0.6922215358649859,0.6925612908020446,0.691682857992611,0.5745208477973938,0.855,0.8569497844944755,0.855,0.8558100376209321,0.6162048220634461,0.80375,0.8081345152464586,0.80375,0.8000951077288111,108.90496373176575
23,6.962598075315046e-05,0.7011068861825126,0.7101293103448276,0.7117962191083893,0.7102252239213861,0.7104354685122497,0.5457429325580597,0.88375,0.8817140665473198,0.88375,0.8824087766338291,0.6063005030155182,0.825,0.8275241000042187,0.825,0.8226637728795236,113.7297990322113
24,5.4386401537696536e-05,0.6718696212768555,0.7291666666666666,0.7284992246563625,0.7292662283372728,0.7287285166727837,0.5627591574192047,0.8775,0.8865562248995984,0.8775,0.8773401139558712,0.5955340218544006,0.84,0.8408631226073509,0.84,0.838146076400178,107.5054771900177
25,4.06547058867883e-05,0.6924900794029236,0.7130028735632183,0.7127246552530251,0.7131806014666702,0.7123746915605395,0.5646966886520386,0.875,0.8728305519897304,0.875,0.873713200379867,0.5882636475563049,0.84875,0.8495479553713087,0.84875,0.8469545065982796,106.27768206596375
26,2.8647450843757897e-05,0.6988048224789756,0.7058189655172413,0.7043331393568,0.7058651478362157,0.7046825731332416,0.5740698635578155,0.8525,0.8548307742072585,0.8525,0.8510224378988522,0.5811829018592835,0.85625,0.8551658507180793,0.85625,0.8542531468913324,106.61192178726196
27,1.8553997993420495e-05,0.6825763617243086,0.7561063218390804,0.7578577293167077,0.7558247783644347,0.7562365334050088,0.5548515498638154,0.875,0.8722792209749038,0.875,0.8732612551585576,0.5765916299819946,0.85875,0.8579376172629868,0.85875,0.8567859033307789,108.43129992485046
28,1.0533527116762296e-05,0.7156415322848729,0.7209051724137931,0.7219176714870403,0.7206661472049358,0.7209279965868017,0.5467354273796081,0.88,0.8771651294477928,0.88,0.8782721277054951,0.5722891545295715,0.8625,0.8611404245829368,0.8625,0.8606001684859315,110.24691724777222
29,4.712525830705338e-06,0.6383771644319807,0.7543103448275862,0.7540949867832052,0.7542053226614596,0.7540697059425621,0.544777398109436,0.88,0.8772526444788442,0.88,0.8783734272489234,0.5673080432415009,0.865,0.8637508680337105,0.865,0.8633368397475075,111.6856620311737
30,1.1827948028283352e-06,0.6359241870471409,0.7295258620689655,0.7312145661856595,0.7296504989961775,0.730157512876599,0.5468466234207153,0.88125,0.8788119256229511,0.88125,0.8797979716961305,0.5630877935886383,0.86875,0.8671906352430923,0.8687499999999999,0.8672621605755702,104.86572170257568
